"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","duration"
105,"ours0.s1",12.39,12.33,6.81,1.51,0.24,33.27,1.75,30.41
105,"ours0.s2",0.01,0.04,0.14,0.07,0.01,0.27,0.08,30.73
105,"bf.s1",11.8,12.66,6.98,1.56,0.21,33.2,1.77,30.45
105,"bf.s2",0,0,0,0,0,0,0,30.45
105,"ours1.s1",11.76,11.65,6.72,1.72,0.31,32.16,2.03,23.19
105,"ours1.s2",0.26,0.24,0.22,0.08,0.01,0.81,0.09,24.24
105,"ours2.s1",11.89,11.55,6.62,1.63,0.25,31.93,1.88,23.16
105,"ours2.s2",0.26,0.29,0.31,0.1,0.02,0.97,0.11,24.34
105,"titeet",8.3,6.7,3.1,0.9,0.2,19.2,1.1,14.3
105,"bfet",11.33,12.91,7.93,2.38,0.52,35.07,2.9,28.5
51,"ours0.s1",5.85,7.31,10.2,8.97,4.78,37.11,-1,49.1
51,"ours0.s2",0.06,0.24,0.94,1.07,0.42,2.72,-1,53.46
51,"bf.s1",4.54,6.96,10.18,9.4,4.64,35.73,-1,48.87
51,"bf.s2",0,0,0,0,0,0,-1,48.87
51,"ours1.s1",4.88,5.75,7.78,8.27,4.83,31.51,-1,35.54
51,"ours1.s2",0.71,1.31,2.91,1.52,0.46,6.92,-1,45
51,"ours2.s1",4.88,5.69,7.83,8.32,4.78,31.51,-1,35.43
51,"ours2.s2",1.03,1.97,3.07,1.67,0.5,8.24,-1,46.28
51,"titeet",4,5.2,8.2,5.6,2.2,25.2,-1,30.18
51,"bfet",4.13,5.73,9.79,9.69,6.17,35.51,-1,41.7
89,"ours0.s1",12.49,12.34,6.73,1.58,0.22,33.37,1.8,32.13
89,"ours0.s2",0.01,0.03,0.17,0.07,0,0.28,0.07,32.45
89,"bf.s1",11.98,12.8,6.99,1.56,0.2,33.54,1.77,32.08
89,"bf.s2",0,0,0,0,0,0,0,32.08
89,"ours1.s1",12.25,12.19,6.84,1.73,0.28,33.29,2.01,27.4
89,"ours1.s2",0.03,0.1,0.19,0.08,0.02,0.42,0.1,27.91
89,"ours2.s1",12.25,12.15,6.9,1.69,0.29,33.26,1.97,27.42
89,"ours2.s2",0.04,0.11,0.22,0.14,0.01,0.52,0.16,28.02
89,"titeet",8.2,6.6,3.2,1,0.2,19.2,1.2,15.22
89,"bfet",11.58,13.34,8,2.4,0.58,35.9,2.98,34.4
213,"ours0.s1",10.65,12.81,6.23,1.22,0.12,31.03,1.34,27.67
213,"ours0.s2",0,0.03,0.19,0.08,0.01,0.31,0.08,27.96
213,"bf.s1",9.91,12.83,6.47,1.29,0.12,30.63,1.42,27.73
213,"bf.s2",0,0,0,0,0,0,0,27.73
213,"ours1.s1",10.4,12.65,6.55,1.45,0.17,31.22,1.62,23.56
213,"ours1.s2",0.01,0.03,0.22,0.08,0.01,0.34,0.09,23.88
213,"ours2.s1",10.51,12.62,6.46,1.36,0.14,31.09,1.5,23.58
213,"ours2.s2",0,0.04,0.25,0.1,0.01,0.41,0.11,23.95
213,"titeet",7.2,9,4,1.2,0.2,21.6,1.4,14.85
213,"bfet",8.02,12.67,7.5,2.12,0.42,30.74,2.54,29.3
19,"ours0.s1",6.02,7.71,10.86,9.19,4.66,38.45,-1,51.56
19,"ours0.s2",0.04,0.16,0.62,0.92,0.43,2.17,-1,55.11
19,"bf.s1",4.63,7.23,10.78,9.79,4.57,37.01,-1,51.45
19,"bf.s2",0,0,0,0,0,0,-1,51.45
19,"ours1.s1",5.68,6.84,9.37,8.62,4.86,35.37,-1,43.08
19,"ours1.s2",0.22,0.53,1.59,1.33,0.43,4.09,-1,49.25
19,"ours2.s1",5.55,6.83,9.55,8.58,4.77,35.27,-1,42.86
19,"ours2.s2",0.32,0.76,1.7,1.49,0.52,4.78,-1,49.79
19,"titeet",3.9,4.9,8,5.8,2.7,25.3,-1,31.04
19,"bfet",4.19,5.66,10.94,10.82,6.23,37.83,-1,55.1
137,"ours0.s1",12.49,12.34,6.73,1.58,0.22,33.37,1.8,32.13
137,"ours0.s2",0.01,0.03,0.17,0.07,0,0.28,0.07,32.45
137,"bf.s1",11.98,12.8,6.99,1.56,0.2,33.54,1.77,32.08
137,"bf.s2",0,0,0,0,0,0,0,32.08
137,"ours1.s1",12.25,12.19,6.84,1.73,0.28,33.29,2.01,27.4
137,"ours1.s2",0.03,0.1,0.19,0.08,0.02,0.42,0.1,27.91
137,"ours2.s1",12.25,12.15,6.9,1.69,0.29,33.26,1.97,27.42
137,"ours2.s2",0.04,0.11,0.22,0.14,0.01,0.52,0.16,28.02
137,"titeet",8.2,6.6,3.2,1,0.2,19.2,1.2,15.22
137,"bfet",11.58,13.34,8,2.4,0.58,35.9,2.98,34.4
16,"ours0.s1",5.47,10.56,10.02,8.1,4.62,38.77,-1,49.25
16,"ours0.s2",0.07,0.44,0.78,0.72,0.29,2.29,-1,53.03
16,"bf.s1",4.37,9.46,10.88,8.61,4.44,37.76,-1,49.37
16,"bf.s2",0,0,0,0,0,0,-1,49.37
16,"ours1.s1",4.82,8.32,8.39,7.3,4.48,33.32,-1,38.17
16,"ours1.s2",0.37,2.15,1.92,1.09,0.32,5.84,-1,46.44
16,"ours2.s1",4.86,8.24,8.38,7.3,4.7,33.48,-1,38.19
16,"ours2.s2",0.64,2.44,2.2,1.26,0.32,6.86,-1,47.55
16,"titeet",3.7,7.5,6.1,4,1.6,22.9,-1,27.16
16,"bfet",3.93,9.88,10.89,9.28,6.08,40.06,-1,48.9
130,"ours0.s1",8.92,12.66,9.11,3.64,0.72,35.06,4.36,32.88
130,"ours0.s2",0.01,0.03,0.32,0.26,0.04,0.66,0.3,33.64
130,"bf.s1",8.13,12.63,9.31,3.73,0.71,34.51,4.44,32.89
130,"bf.s2",0,0,0,0,0,0,0,32.89
130,"ours1.s1",8.68,11.98,8.75,3.67,0.77,33.84,4.44,24.67
130,"ours1.s2",0.17,0.36,0.55,0.34,0.05,1.46,0.39,26.33
130,"ours2.s1",8.5,11.92,8.68,3.75,0.85,33.7,4.6,24.55
130,"ours2.s2",0.21,0.41,0.62,0.43,0.07,1.74,0.5,26.47
130,"titeet",5.7,8.8,5.2,2.1,0.5,22.3,2.6,17.46
130,"bfet",6.37,12.1,10.33,5.03,1.32,35.15,6.35,30
56,"ours0.s1",5.46,10.48,9.84,7.96,4.64,38.37,-1,48.36
56,"ours0.s2",0.08,0.53,0.87,0.77,0.3,2.56,-1,52.55
56,"bf.s1",4.33,9.2,10.61,8.45,4.47,37.07,-1,48.22
56,"bf.s2",0,0,0,0,0,0,-1,48.22
56,"ours1.s1",4.42,7.05,7.87,7.36,4.67,31.38,-1,34.99
56,"ours1.s2",0.62,3.16,2.31,1.2,0.3,7.59,-1,45.16
56,"ours2.s1",4.44,7.07,7.96,7.22,4.66,31.35,-1,35.01
56,"ours2.s2",1.14,3.37,2.48,1.3,0.37,8.66,-1,46.32
56,"titeet",3.8,7.7,6.2,3.8,1.5,23,-1,27.02
56,"bfet",3.97,9.3,10.38,8.88,5.98,38.52,-1,43.5
81,"ours0.s1",12.39,12.33,6.81,1.51,0.24,33.27,1.75,30.41
81,"ours0.s2",0.01,0.04,0.14,0.07,0.01,0.27,0.08,30.73
81,"bf.s1",11.8,12.66,6.98,1.56,0.21,33.2,1.77,30.45
81,"bf.s2",0,0,0,0,0,0,0,30.45
81,"ours1.s1",11.76,11.65,6.72,1.72,0.31,32.16,2.03,23.19
81,"ours1.s2",0.26,0.24,0.22,0.08,0.01,0.81,0.09,24.24
81,"ours2.s1",11.89,11.55,6.62,1.63,0.25,31.93,1.88,23.16
81,"ours2.s2",0.26,0.29,0.31,0.1,0.02,0.97,0.11,24.34
81,"titeet",8.3,6.7,3.1,0.9,0.2,19.2,1.1,14.3
81,"bfet",11.33,12.91,7.93,2.38,0.52,35.07,2.9,28.5
82,"ours0.s1",8.92,12.66,9.11,3.64,0.72,35.06,4.36,32.88
82,"ours0.s2",0.01,0.03,0.32,0.26,0.04,0.66,0.3,33.64
82,"bf.s1",8.13,12.63,9.31,3.73,0.71,34.51,4.44,32.89
82,"bf.s2",0,0,0,0,0,0,0,32.89
82,"ours1.s1",8.68,11.98,8.75,3.67,0.77,33.84,4.44,24.67
82,"ours1.s2",0.17,0.36,0.55,0.34,0.05,1.46,0.39,26.33
82,"ours2.s1",8.5,11.92,8.68,3.75,0.85,33.7,4.6,24.55
82,"ours2.s2",0.21,0.41,0.62,0.43,0.07,1.74,0.5,26.47
82,"titeet",5.7,8.8,5.2,2.1,0.5,22.3,2.6,17.46
82,"bfet",6.37,12.1,10.33,5.03,1.32,35.15,6.35,30
40,"ours0.s1",5.47,10.56,10.02,8.1,4.62,38.77,-1,49.25
40,"ours0.s2",0.07,0.44,0.78,0.72,0.29,2.29,-1,53.03
40,"bf.s1",4.37,9.46,10.88,8.61,4.44,37.76,-1,49.37
40,"bf.s2",0,0,0,0,0,0,-1,49.37
40,"ours1.s1",4.82,8.32,8.39,7.3,4.48,33.32,-1,38.17
40,"ours1.s2",0.37,2.15,1.92,1.09,0.32,5.84,-1,46.44
40,"ours2.s1",4.86,8.24,8.38,7.3,4.7,33.48,-1,38.19
40,"ours2.s2",0.64,2.44,2.2,1.26,0.32,6.86,-1,47.55
40,"titeet",3.7,7.5,6.1,4,1.6,22.9,-1,27.16
40,"bfet",3.93,9.88,10.89,9.28,6.08,40.06,-1,48.9
134,"ours0.s1",6.2,8.34,10.19,9.84,4.53,39.09,-1,36.33
134,"ours0.s2",0,0.01,0.16,0.84,0.55,1.56,-1,37.97
134,"bf.s1",5.06,7.96,10.52,10.06,4.59,38.2,-1,36.33
134,"bf.s2",0,0,0,0,0,0,-1,36.33
134,"ours1.s1",6.13,7.84,9.17,9.16,4.79,37.08,-1,26.88
134,"ours1.s2",0.07,0.23,0.55,1.19,0.56,2.6,-1,29.67
134,"ours2.s1",6,7.77,9.29,9.22,4.71,36.99,-1,26.87
134,"ours2.s2",0.09,0.31,0.74,1.26,0.68,3.08,-1,30.02
134,"titeet",4,5.1,6.5,7.8,3.5,26.9,-1,23.11
134,"bfet",4.35,6.15,8.64,11.15,6.2,36.49,-1,32.4
122,"ours0.s1",8.87,12.53,8.96,3.58,0.73,34.67,4.3,31.99
122,"ours0.s2",0.01,0.04,0.39,0.31,0.05,0.8,0.37,32.88
122,"bf.s1",8.07,12.4,9.16,3.68,0.74,34.05,4.42,31.99
122,"bf.s2",0,0,0,0,0,0,0,31.99
122,"ours1.s1",7.7,10.94,8.2,3.6,0.86,31.3,4.47,21.17
122,"ours1.s2",0.64,1.04,0.75,0.33,0.04,2.8,0.38,24.18
122,"ours2.s1",7.74,11,8.39,3.56,0.8,31.49,4.36,21.39
122,"ours2.s2",0.8,1.09,0.81,0.4,0.06,3.16,0.46,24.54
122,"titeet",5.8,8.8,5.3,2,0.4,22.3,2.4,17.23
122,"bfet",6.24,11.53,9.57,4.85,1.35,33.55,6.2,23.7
113,"ours0.s1",12.49,12.34,6.73,1.58,0.22,33.37,1.8,32.13
113,"ours0.s2",0.01,0.03,0.17,0.07,0,0.28,0.07,32.45
113,"bf.s1",11.98,12.8,6.99,1.56,0.2,33.54,1.77,32.08
113,"bf.s2",0,0,0,0,0,0,0,32.08
113,"ours1.s1",12.25,12.19,6.84,1.73,0.28,33.29,2.01,27.4
113,"ours1.s2",0.03,0.1,0.19,0.08,0.02,0.42,0.1,27.91
113,"ours2.s1",12.25,12.15,6.9,1.69,0.29,33.26,1.97,27.42
113,"ours2.s2",0.04,0.11,0.22,0.14,0.01,0.52,0.16,28.02
113,"titeet",8.2,6.6,3.2,1,0.2,19.2,1.2,15.22
113,"bfet",11.58,13.34,8,2.4,0.58,35.9,2.98,34.4
110,"ours0.s1",6.2,8.34,10.19,9.84,4.53,39.09,-1,36.33
110,"ours0.s2",0,0.01,0.16,0.84,0.55,1.56,-1,37.97
110,"bf.s1",5.06,7.96,10.52,10.06,4.59,38.2,-1,36.33
110,"bf.s2",0,0,0,0,0,0,-1,36.33
110,"ours1.s1",6.13,7.84,9.17,9.16,4.79,37.08,-1,26.88
110,"ours1.s2",0.07,0.23,0.55,1.19,0.56,2.6,-1,29.67
110,"ours2.s1",6,7.77,9.29,9.22,4.71,36.99,-1,26.87
110,"ours2.s2",0.09,0.31,0.74,1.26,0.68,3.08,-1,30.02
110,"titeet",4,5.1,6.5,7.8,3.5,26.9,-1,23.11
110,"bfet",4.35,6.15,8.64,11.15,6.2,36.49,-1,32.4
106,"ours0.s1",8.92,12.66,9.11,3.64,0.72,35.06,4.36,32.88
106,"ours0.s2",0.01,0.03,0.32,0.26,0.04,0.66,0.3,33.64
106,"bf.s1",8.13,12.63,9.31,3.73,0.71,34.51,4.44,32.89
106,"bf.s2",0,0,0,0,0,0,0,32.89
106,"ours1.s1",8.68,11.98,8.75,3.67,0.77,33.84,4.44,24.67
106,"ours1.s2",0.17,0.36,0.55,0.34,0.05,1.46,0.39,26.33
106,"ours2.s1",8.5,11.92,8.68,3.75,0.85,33.7,4.6,24.55
106,"ours2.s2",0.21,0.41,0.62,0.43,0.07,1.74,0.5,26.47
106,"titeet",5.7,8.8,5.2,2.1,0.5,22.3,2.6,17.46
106,"bfet",6.37,12.1,10.33,5.03,1.32,35.15,6.35,30
121,"ours0.s1",12.13,11.97,6.8,1.6,0.23,32.74,1.83,29.25
121,"ours0.s2",0.01,0.07,0.18,0.09,0,0.35,0.09,29.67
121,"bf.s1",11.67,12.37,6.94,1.6,0.2,32.78,1.8,29.43
121,"bf.s2",0,0,0,0,0,0,0,29.43
121,"ours1.s1",10.5,10.89,6.52,1.73,0.35,29.99,2.08,19.75
121,"ours1.s2",1.22,0.58,0.31,0.11,0.02,2.25,0.13,22.31
121,"ours2.s1",10.52,10.92,6.56,1.6,0.3,29.91,1.91,19.65
121,"ours2.s2",1.28,0.65,0.36,0.11,0.02,2.42,0.13,22.35
121,"titeet",8.5,6.6,2.9,0.8,0.1,18.9,0.9,13.86
121,"bfet",10.86,11.96,7.63,2.38,0.61,33.43,2.99,22.7
102,"ours0.s1",6.08,8.07,9.9,9.57,4.62,38.25,-1,35.59
102,"ours0.s2",0,0.02,0.21,0.93,0.57,1.72,-1,37.41
102,"bf.s1",5.04,7.92,10.35,9.79,4.61,37.71,-1,35.56
102,"bf.s2",0,0,0,0,0,0,-1,35.56
102,"ours1.s1",5.84,7.12,8.3,8.59,4.66,34.51,-1,23.85
102,"ours1.s2",0.25,0.73,1.07,1.47,0.5,4.01,-1,27.88
102,"ours2.s1",5.76,7.09,8.38,8.57,4.64,34.44,-1,23.81
102,"ours2.s2",0.37,0.91,1.37,1.63,0.64,4.92,-1,28.41
102,"titeet",4,5.1,6.7,7.9,3.3,27,-1,22.94
102,"bfet",4.22,5.96,8.05,10.42,6.13,34.77,-1,25.2
132,"ours0.s1",5.86,7.28,9.01,11.38,8.48,42,-1,37.17
132,"ours0.s2",0,0,0.06,0.42,0.73,1.21,-1,38.47
132,"bf.s1",4.57,7.01,9.68,11.58,8.39,41.24,-1,37.19
132,"bf.s2",0,0,0,0,0,0,-1,37.19
132,"ours1.s1",5.62,6.8,7.98,10.08,8.43,38.91,-1,27.42
132,"ours1.s2",0.05,0.2,0.55,1.1,0.72,2.62,-1,30.38
132,"ours2.s1",5.59,6.75,7.97,10.13,8.48,38.92,-1,27.48
132,"ours2.s2",0.09,0.3,0.72,1.22,0.93,3.26,-1,30.92
132,"titeet",3.5,4.1,5.3,8.1,5.7,26.7,-1,23.54
132,"bfet",4.04,5.35,7.13,11.25,10,37.76,-1,31.2
138,"ours0.s1",9.1,12.94,9.25,3.58,0.7,35.57,4.28,34.45
138,"ours0.s2",0.01,0.02,0.31,0.27,0.04,0.64,0.31,35.16
138,"bf.s1",8.19,12.84,9.45,3.74,0.7,34.92,4.44,34.28
138,"bf.s2",0,0,0,0,0,0,0,34.28
138,"ours1.s1",8.99,12.69,9.19,3.73,0.78,35.39,4.52,29.03
138,"ours1.s2",0.03,0.08,0.37,0.29,0.05,0.82,0.34,29.97
138,"ours2.s1",8.97,12.57,9.26,3.77,0.79,35.36,4.56,28.96
138,"ours2.s2",0.03,0.09,0.37,0.35,0.07,0.9,0.41,29.95
138,"titeet",5.6,8.7,5.3,2.2,0.5,22.3,2.7,18.2
138,"bfet",6.62,12.38,10.43,5,1.29,35.72,6.29,36.5
114,"ours0.s1",9.1,12.94,9.25,3.58,0.7,35.57,4.28,34.45
114,"ours0.s2",0.01,0.02,0.31,0.27,0.04,0.64,0.31,35.16
114,"bf.s1",8.19,12.84,9.45,3.74,0.7,34.92,4.44,34.28
114,"bf.s2",0,0,0,0,0,0,0,34.28
114,"ours1.s1",8.99,12.69,9.19,3.73,0.78,35.39,4.52,29.03
114,"ours1.s2",0.03,0.08,0.37,0.29,0.05,0.82,0.34,29.97
114,"ours2.s1",8.97,12.57,9.26,3.77,0.79,35.36,4.56,28.96
114,"ours2.s2",0.03,0.09,0.37,0.35,0.07,0.9,0.41,29.95
114,"titeet",5.6,8.7,5.3,2.2,0.5,22.3,2.7,18.2
114,"bfet",6.62,12.38,10.43,5,1.29,35.72,6.29,36.5
78,"ours0.s1",6.08,8.07,9.9,9.57,4.62,38.25,-1,35.59
78,"ours0.s2",0,0.02,0.21,0.93,0.57,1.72,-1,37.41
78,"bf.s1",5.04,7.92,10.35,9.79,4.61,37.71,-1,35.56
78,"bf.s2",0,0,0,0,0,0,-1,35.56
78,"ours1.s1",5.84,7.12,8.3,8.59,4.66,34.51,-1,23.85
78,"ours1.s2",0.25,0.73,1.07,1.47,0.5,4.01,-1,27.88
78,"ours2.s1",5.76,7.09,8.38,8.57,4.64,34.44,-1,23.81
78,"ours2.s2",0.37,0.91,1.37,1.63,0.64,4.92,-1,28.41
78,"titeet",4,5.1,6.7,7.9,3.3,27,-1,22.94
78,"bfet",4.22,5.96,8.05,10.42,6.13,34.77,-1,25.2
64,"ours0.s1",5.47,10.56,10.02,8.1,4.62,38.77,-1,49.25
64,"ours0.s2",0.07,0.44,0.78,0.72,0.29,2.29,-1,53.03
64,"bf.s1",4.37,9.46,10.88,8.61,4.44,37.76,-1,49.37
64,"bf.s2",0,0,0,0,0,0,-1,49.37
64,"ours1.s1",4.82,8.32,8.39,7.3,4.48,33.32,-1,38.17
64,"ours1.s2",0.37,2.15,1.92,1.09,0.32,5.84,-1,46.44
64,"ours2.s1",4.86,8.24,8.38,7.3,4.7,33.48,-1,38.19
64,"ours2.s2",0.64,2.44,2.2,1.26,0.32,6.86,-1,47.55
64,"titeet",3.7,7.5,6.1,4,1.6,22.9,-1,27.16
64,"bfet",3.93,9.88,10.89,9.28,6.08,40.06,-1,48.9
90,"ours0.s1",9.1,12.94,9.25,3.58,0.7,35.57,4.28,34.45
90,"ours0.s2",0.01,0.02,0.31,0.27,0.04,0.64,0.31,35.16
90,"bf.s1",8.19,12.84,9.45,3.74,0.7,34.92,4.44,34.28
90,"bf.s2",0,0,0,0,0,0,0,34.28
90,"ours1.s1",8.99,12.69,9.19,3.73,0.78,35.39,4.52,29.03
90,"ours1.s2",0.03,0.08,0.37,0.29,0.05,0.82,0.34,29.97
90,"ours2.s1",8.97,12.57,9.26,3.77,0.79,35.36,4.56,28.96
90,"ours2.s2",0.03,0.09,0.37,0.35,0.07,0.9,0.41,29.95
90,"titeet",5.6,8.7,5.3,2.2,0.5,22.3,2.7,18.2
90,"bfet",6.62,12.38,10.43,5,1.29,35.72,6.29,36.5
86,"ours0.s1",6.2,8.34,10.19,9.84,4.53,39.09,-1,36.33
86,"ours0.s2",0,0.01,0.16,0.84,0.55,1.56,-1,37.97
86,"bf.s1",5.06,7.96,10.52,10.06,4.59,38.2,-1,36.33
86,"bf.s2",0,0,0,0,0,0,-1,36.33
86,"ours1.s1",6.13,7.84,9.17,9.16,4.79,37.08,-1,26.88
86,"ours1.s2",0.07,0.23,0.55,1.19,0.56,2.6,-1,29.67
86,"ours2.s1",6,7.77,9.29,9.22,4.71,36.99,-1,26.87
86,"ours2.s2",0.09,0.31,0.74,1.26,0.68,3.08,-1,30.02
86,"titeet",4,5.1,6.5,7.8,3.5,26.9,-1,23.11
86,"bfet",4.35,6.15,8.64,11.15,6.2,36.49,-1,32.4
8,"ours0.s1",5.46,10.48,9.84,7.96,4.64,38.37,-1,48.36
8,"ours0.s2",0.08,0.53,0.87,0.77,0.3,2.56,-1,52.55
8,"bf.s1",4.33,9.2,10.61,8.45,4.47,37.07,-1,48.22
8,"bf.s2",0,0,0,0,0,0,-1,48.22
8,"ours1.s1",4.42,7.05,7.87,7.36,4.67,31.38,-1,34.99
8,"ours1.s2",0.62,3.16,2.31,1.2,0.3,7.59,-1,45.16
8,"ours2.s1",4.44,7.07,7.96,7.22,4.66,31.35,-1,35.01
8,"ours2.s2",1.14,3.37,2.48,1.3,0.37,8.66,-1,46.32
8,"titeet",3.8,7.7,6.2,3.8,1.5,23,-1,27.02
8,"bfet",3.97,9.3,10.38,8.88,5.98,38.52,-1,43.5
24,"ours0.s1",5.71,11.02,10.49,8.15,4.47,39.85,-1,51.3
24,"ours0.s2",0.04,0.25,0.59,0.69,0.35,1.92,-1,54.49
24,"bf.s1",4.45,9.82,11.15,8.81,4.51,38.73,-1,51.27
24,"bf.s2",0,0,0,0,0,0,-1,51.27
24,"ours1.s1",5.21,9.48,9.12,7.57,4.62,35.99,-1,42.92
24,"ours1.s2",0.21,1.27,1.44,0.96,0.35,4.22,-1,49.28
24,"ours2.s1",5.2,9.47,9.11,7.58,4.59,35.95,-1,42.78
24,"ours2.s2",0.33,1.39,1.66,1.18,0.38,4.94,-1,49.95
24,"titeet",3.7,7.4,6,4.1,1.7,22.9,-1,27.77
24,"bfet",3.93,10.23,11.44,9.87,6.18,41.66,-1,55.5
126,"ours0.s1",6.08,8.07,9.9,9.57,4.62,38.25,-1,35.59
126,"ours0.s2",0,0.02,0.21,0.93,0.57,1.72,-1,37.41
126,"bf.s1",5.04,7.92,10.35,9.79,4.61,37.71,-1,35.56
126,"bf.s2",0,0,0,0,0,0,-1,35.56
126,"ours1.s1",5.84,7.12,8.3,8.59,4.66,34.51,-1,23.85
126,"ours1.s2",0.25,0.73,1.07,1.47,0.5,4.01,-1,27.88
126,"ours2.s1",5.76,7.09,8.38,8.57,4.64,34.44,-1,23.81
126,"ours2.s2",0.37,0.91,1.37,1.63,0.64,4.92,-1,28.41
126,"titeet",4,5.1,6.7,7.9,3.3,27,-1,22.94
126,"bfet",4.22,5.96,8.05,10.42,6.13,34.77,-1,25.2
84,"ours0.s1",5.86,7.28,9.01,11.38,8.48,42,-1,37.17
84,"ours0.s2",0,0,0.06,0.42,0.73,1.21,-1,38.47
84,"bf.s1",4.57,7.01,9.68,11.58,8.39,41.24,-1,37.19
84,"bf.s2",0,0,0,0,0,0,-1,37.19
84,"ours1.s1",5.62,6.8,7.98,10.08,8.43,38.91,-1,27.42
84,"ours1.s2",0.05,0.2,0.55,1.1,0.72,2.62,-1,30.38
84,"ours2.s1",5.59,6.75,7.97,10.13,8.48,38.92,-1,27.48
84,"ours2.s2",0.09,0.3,0.72,1.22,0.93,3.26,-1,30.92
84,"titeet",3.5,4.1,5.3,8.1,5.7,26.7,-1,23.54
84,"bfet",4.04,5.35,7.13,11.25,10,37.76,-1,31.2
32,"ours0.s1",5.46,10.48,9.84,7.96,4.64,38.37,-1,48.36
32,"ours0.s2",0.08,0.53,0.87,0.77,0.3,2.56,-1,52.55
32,"bf.s1",4.33,9.2,10.61,8.45,4.47,37.07,-1,48.22
32,"bf.s2",0,0,0,0,0,0,-1,48.22
32,"ours1.s1",4.42,7.05,7.87,7.36,4.67,31.38,-1,34.99
32,"ours1.s2",0.62,3.16,2.31,1.2,0.3,7.59,-1,45.16
32,"ours2.s1",4.44,7.07,7.96,7.22,4.66,31.35,-1,35.01
32,"ours2.s2",1.14,3.37,2.48,1.3,0.37,8.66,-1,46.32
32,"titeet",3.8,7.7,6.2,3.8,1.5,23,-1,27.02
32,"bfet",3.97,9.3,10.38,8.88,5.98,38.52,-1,43.5
118,"ours0.s1",6.17,8.35,10.15,10.07,4.6,39.33,-1,37.63
118,"ours0.s2",0,0,0.15,0.76,0.59,1.51,-1,39.21
118,"bf.s1",5.07,8.03,10.72,10.29,4.51,38.62,-1,37.54
118,"bf.s2",0,0,0,0,0,0,-1,37.54
118,"ours1.s1",6.17,8.13,9.9,9.7,4.82,38.72,-1,31.41
118,"ours1.s2",0.01,0.04,0.27,0.94,0.57,1.83,-1,33.38
118,"ours2.s1",6.08,8.17,10.01,9.7,4.68,38.64,-1,31.41
118,"ours2.s2",0.01,0.05,0.27,1.08,0.68,2.09,-1,33.59
118,"titeet",4,5.1,6.5,7.7,3.5,26.8,-1,23.49
118,"bfet",4.42,6.26,8.76,11.57,6.21,37.22,-1,39.8
74,"ours0.s1",8.87,12.53,8.96,3.58,0.73,34.67,4.3,31.99
74,"ours0.s2",0.01,0.04,0.39,0.31,0.05,0.8,0.37,32.88
74,"bf.s1",8.07,12.4,9.16,3.68,0.74,34.05,4.42,31.99
74,"bf.s2",0,0,0,0,0,0,0,31.99
74,"ours1.s1",7.7,10.94,8.2,3.6,0.86,31.3,4.47,21.17
74,"ours1.s2",0.64,1.04,0.75,0.33,0.04,2.8,0.38,24.18
74,"ours2.s1",7.74,11,8.39,3.56,0.8,31.49,4.36,21.39
74,"ours2.s2",0.8,1.09,0.81,0.4,0.06,3.16,0.46,24.54
74,"titeet",5.8,8.8,5.3,2,0.4,22.3,2.4,17.23
74,"bfet",6.24,11.53,9.57,4.85,1.35,33.55,6.2,23.7
94,"ours0.s1",6.17,8.35,10.15,10.07,4.6,39.33,-1,37.63
94,"ours0.s2",0,0,0.15,0.76,0.59,1.51,-1,39.21
94,"bf.s1",5.07,8.03,10.72,10.29,4.51,38.62,-1,37.54
94,"bf.s2",0,0,0,0,0,0,-1,37.54
94,"ours1.s1",6.17,8.13,9.9,9.7,4.82,38.72,-1,31.41
94,"ours1.s2",0.01,0.04,0.27,0.94,0.57,1.83,-1,33.38
94,"ours2.s1",6.08,8.17,10.01,9.7,4.68,38.64,-1,31.41
94,"ours2.s2",0.01,0.05,0.27,1.08,0.68,2.09,-1,33.59
94,"titeet",4,5.1,6.5,7.7,3.5,26.8,-1,23.49
94,"bfet",4.42,6.26,8.76,11.57,6.21,37.22,-1,39.8
142,"ours0.s1",6.17,8.35,10.15,10.07,4.6,39.33,-1,37.63
142,"ours0.s2",0,0,0.15,0.76,0.59,1.51,-1,39.21
142,"bf.s1",5.07,8.03,10.72,10.29,4.51,38.62,-1,37.54
142,"bf.s2",0,0,0,0,0,0,-1,37.54
142,"ours1.s1",6.17,8.13,9.9,9.7,4.82,38.72,-1,31.41
142,"ours1.s2",0.01,0.04,0.27,0.94,0.57,1.83,-1,33.38
142,"ours2.s1",6.08,8.17,10.01,9.7,4.68,38.64,-1,31.41
142,"ours2.s2",0.01,0.05,0.27,1.08,0.68,2.09,-1,33.59
142,"titeet",4,5.1,6.5,7.7,3.5,26.8,-1,23.49
142,"bfet",4.42,6.26,8.76,11.57,6.21,37.22,-1,39.8
100,"ours0.s1",5.75,7.23,8.96,11.16,8.51,41.61,-1,36.45
100,"ours0.s2",0,0.01,0.07,0.45,0.71,1.24,-1,37.82
100,"bf.s1",4.55,6.97,9.58,11.3,8.39,40.8,-1,36.49
100,"bf.s2",0,0,0,0,0,0,-1,36.49
100,"ours1.s1",5.48,6.07,6.93,8.92,8.25,35.64,-1,24.31
100,"ours1.s2",0.18,0.58,1.21,1.89,0.8,4.66,-1,29
100,"ours2.s1",5.38,6.14,6.91,8.97,8.24,35.64,-1,24.34
100,"ours2.s2",0.26,0.77,1.55,2.09,0.89,5.56,-1,29.58
